"logFC","AveExpr","t","P.Value","adj.P.Val","B","ProtID","GeneID"
9.56582505167508,29.282279647293,8.3607243927623,2.38913343164752e-06,0.00425026837490094,4.8729609882774,"Q7TRJ6","Olfr118"
-1.8473169046051,27.1064220968329,-7.44296638033874,7.81493233920891e-06,0.00695138231572633,3.87897729354059,"Q8K019-2;Q8K019;F8WI22;A0A087WQA0;Q8K019-3;A0A087WRN1","Bclaf1"
-4.53082372834109,20.5216373594519,-7.08349161256348,1.27754449251019e-05,0.00719961825094472,3.45592312478537,"G3X9A3;E9Q3R9;E9Q444","Zbtb21"
-1.00083870531196,33.1503866122932,-6.91444685570902,1.61880118065086e-05,0.00719961825094472,3.25007092910541,"Q61937;Q9DAY9;Q5SQB0;Q5SQB5","Npm1"
4.79507920831847,24.166236456328,6.72183329023396,2.12960646426056e-05,0.00757713979983907,3.01000924258811,"Q3U1T3;Q3U1T3-2","Brms1l"
-4.57369332297316,23.2505719160595,-6.30889666844327,3.89793878772837e-05,0.0111553689275647,2.47516395991392,"E9PUR6;P06537-5;P06537-3;P06537;E9PYV1;P06537-4;P06537-2;E9Q310","Nr3c1"
-4.62016530673402,23.5607205071077,-6.22958270584833,4.38940879668089e-05,0.0111553689275647,2.3692341103184,"Q9JK92","Hspb8"
-3.19142388781162,24.0523359571401,-5.83448428711767,8.03375159725919e-05,0.0178650551144051,1.82596667375134,"Q8CDA1;Q8CDA1-2","Inpp5f"
-5.75930661158455,21.4943570407331,-5.53238511980808,0.00012942802088273,0.024831401029081,1.39297328402236,"Q810V0","Mphosph10"
-4.08743086520695,21.5532152748903,-5.48527911756161,0.000139580669078589,0.024831401029081,1.32408375645998,"Q6R891;Q6R891-2","Ppp1r9b"
-0.74269116767681,30.6657448763866,-5.17226219099069,0.000232381414732013,0.0375824124371138,0.856993226361521,"A0A2I3BPY7;Q9EP71","Rai14"
-4.74101407663532,24.3815045946277,-4.84836012581992,0.00039949987475096,0.0443528569868426,0.356943973834813,"Q6P8I4;Q3TM89;F8WI88;D3YWA4","Pcnp"
-2.00256621596198,25.7289193637537,-4.82478999053015,0.000415799590548924,0.0443528569868426,0.319911378694133,"Q64511","Top2b"
6.44763222570229,24.7927240966453,4.80653639840809,0.00042890037638009,0.0443528569868426,0.291173220584962,"A0A0R4J0E4;Q7TQK1-2;Q7TQK1","Ints7"
-3.70280913861427,24.5036058820753,-4.7771574881032,0.000450900739864786,0.0443528569868426,0.244812432839139,"B1ARD6;A0A5H1ZRL4","Slfn9"
-1.33617937808355,28.0169386234585,-4.76923622657266,0.000457032430954959,0.0443528569868426,0.232289927108263,"Q569Z6;Q8BZN7","Thrap3"
-3.83239910520804,23.057255856533,-4.76774238255846,0.000458198528924989,0.0443528569868426,0.229927281088159,"B7ZWL1;A0A1D5RMJ8;Q6ZQ08-2;Q6ZQ08;Q6ZQ08-4;A0A1D5RMD8","Cnot1"
-3.63615973037846,23.3501007318195,-4.76344491631899,0.00046157052750366,0.0443528569868426,0.223128569945997,"A0A5F8MPZ2;Q5UE59;E9Q7C9;Q7TNF4;Q8CD76;O88447","Klc1"
-0.739206393348997,29.468975180144,-4.72043833300294,0.000496780501195365,0.0443528569868426,0.154937118673468,"A0A0R4J0M9;Q8CDG3;Q8CDG3-2","Vcpip1"
2.76195760176171,24.4436581802536,4.71827190492976,0.000498626835152812,0.0443528569868426,0.151494648991771,"E9PYT0;P97393","Arhgap5"
-0.516863586752798,32.9398042586504,-4.57688675410798,0.000636063175096814,0.0538836375474873,-0.0746709376706844,"P09405","Ncl"
-5.1912398820377,21.2600573519349,-4.47055455440677,0.000765163221025491,0.0607330914384343,-0.246667541051281,"Q5XJE5","Leo1"
-4.37285394785511,21.4701784703942,-4.45509755282673,0.000786089686257766,0.0607330914384343,-0.271801918647208,"Q64378;B8JJC2","Fkbp5"
3.55146593270621,22.3673524642631,4.42662678060344,0.000826209010861559,0.0607330914384343,-0.318183860886902,"Q99L43;A2AMQ5;Q6PBC0;F6S4G2","Cds2"
-1.14855557036847,27.4032781826458,-4.38877051760219,0.000882880534343,0.0607330914384343,-0.380026693544247,"A0A0R4J1F8;A0A2K6EDP7;P59328-3;P59328","Wdhd1"
0.962528474536107,28.2922256072929,4.38572553296644,0.000887611229566775,0.0607330914384343,-0.385009443449351,"E9Q390;A0A286YDF5;Q69ZN7;Q69ZN7-4;A0A286YCZ3","Myof"
0.590094817961024,37.5887538987478,4.34479865201852,0.000953815908943883,0.0628458704448581,-0.452101202027056,"Q9JLM8","Dclk1"
-4.66102075514152,23.9676032771247,-4.3236572303483,0.000990005575259859,0.0629007113709746,-0.486845025276375,"Q9Z103","Adnp"
-3.60385166624273,21.8731889969736,-4.30278953721888,0.00102712725568027,0.0630089444088003,-0.521196046208036,"Q91W18-3;Q91W18;Q91W18-2","Tdrd3"
4.49275464912122,21.8067719061953,4.27647423136587,0.00107601042299023,0.0632709419139721,-0.564594446893329,"D3YUV1;Q99J45","Nrbp1"
-2.67563465699391,25.3524677078706,-4.23042766385291,0.0011674394742396,0.0632709419139721,-0.640743937065587,"Q3TA68;Q3TAQ9","Wdr36"
-1.44702946725497,27.4430286434593,-4.22698323692976,0.00117459480439958,0.0632709419139721,-0.646450797714536,"Q9CYH6","Rrs1"
5.44211408642926,27.6084429269851,4.2136409224352,0.00120274368613445,0.0632709419139721,-0.668570679448712,"Q5SYD0;Q5SYD0-2","Myo1d"
3.59464196266506,23.0121353093745,4.19472925106754,0.0012438458761848,0.0632709419139721,-0.699961218697003,"Q99K90;D3Z216","Tab2"
1.26452126385443,28.4877559341975,4.16527794939038,0.00131077618585155,0.0632709419139721,-0.748932132414988,"Q8R550-3;Q8R550-2;Q8R550;Q8R550-4;E9Q0C1","Sh3kbp1"
-2.16114895015088,20.1798069307404,-4.1622592828854,0.00131784396720589,0.0632709419139721,-0.753957364921438,"Q8BUI3","LRWD1"
