"logFC","AveExpr","t","P.Value","adj.P.Val","B","ProtID","GeneID"
2.33256464020586,32.1773778446864,16.8818195120508,8.13042014766355e-10,1.72120994526037e-06,10.1468901515524,"P27546","Map4"
2.73918604430235,30.1922832876921,15.3977530960347,2.37947240756952e-09,2.51867154341234e-06,9.58454662454276,"Q6A065;H7BX26","Cep170"
5.13193459070715,26.786254147261,11.2983625954223,8.18016055816813e-08,4.41303720499556e-05,7.3808791681572,"Q3V1H1","Ckap2"
-1.63985232833379,30.667154880798,-11.2790472495147,8.33828475199918e-08,4.41303720499556e-05,7.36754599268278,"A0A2I3BPY7;Q9EP71","Rai14"
-1.24564339796626,34.1444132978155,-9.66029971934445,4.60852014184212e-07,0.000195124742805595,6.121063620498,"F7DBB3;Q3URZ6","Ahnak2"
-0.844844495027907,37.6530270541704,-9.05434123707085,9.27223732474194e-07,0.000327155440274645,5.58129199419298,"E9Q616","Ahnak"
1.98194629659172,27.2233216779956,8.4596384577902,1.90806278497929e-06,0.000577052702257308,5.00737353120955,"A2AJI0;A2AJI0-2;F6WF36","Map7d1"
-1.65096348717825,28.8000152880132,-8.10565005884228,2.9848140953275e-06,0.00071019999061163,4.64348576679369,"B1AUX2;Q61191","Hcfc1"
1.39656236271902,29.9579640095135,8.09671174350557,3.0192725155903e-06,0.00071019999061163,4.6340733366821,"P97855","G3bp1"
-4.92091782746463,23.7040911314585,-7.98600774576513,3.4831295791613e-06,0.000737378531908446,4.51656384045975,"Q8CDA1;Q8CDA1-2","Inpp5f"
6.23392866373274,23.0805003675804,7.80828435685113,4.39430420237153e-06,0.000789859876541852,4.32425835161907,"Q9Z0H8-2;Q9Z0H8","Clip2"
2.28923154812512,26.7571354893251,7.79410526663982,4.47724067950034e-06,0.000789859876541852,4.30871940651396,"Q61166","Mapre1"
1.00212606363844,31.0024748201903,7.54468094731154,6.24518880052432e-06,0.000995565457952414,4.03054392405423,"Q91W50;Q8JZN2;A0A0G2JF72","Csde1"
1.62532811561789,29.6754923942972,7.50561441427293,6.58380557927907e-06,0.000995565457952414,3.98613667870546,"F7ACR9;F6Q750","Macf1"
-1.13201785768067,30.6759016654606,-7.27312753620354,9.0494130382032e-06,0.00127717382679174,3.71708484415144,"G3X922;D4AFX7","Dnajc13"
0.976591023354526,29.7723722350506,7.21343945852789,9.83006204085831e-06,0.00130064008378106,3.64667268130174,"O54724","Ptrf"
5.36170268050065,24.4457490487326,7.11913635341554,1.12131827360667e-05,0.00139637105013254,3.53429863861316,"A0A087WQF1;E9QKH0;E9Q6L0;A0A087WQ95;A0A087WRE8;E9QNY9;A0A087WP42;A0A087WRK0;A0A087WNW8;Q80TV8;A0A087WS18;J3QP81;A0A087WQ31;Q80TV8-2;A0A0A6YXZ1","Clasp1"
-4.4125774061677,20.7307216100469,-6.93375913915011,1.45730140336368e-05,0.00171394837273384,3.30932820019937,"E9QJS0;G5E8U8;G5E8U5;Q80ZK0","Mrps10"
4.39023646718901,20.067849872556,6.87132129417821,1.59337718168704e-05,0.00177535762822709,3.23232721695835,"D3YU17;Q8VCM8","Ncln"
7.586368615833,23.4613643318609,6.73869689497513,1.92930636123934e-05,0.00199895092422757,3.06669409566664,"A0A0R4J1L9;Q5HZI1;A0A0R4J147;Q5HZI1-4;A0A0R4J0N9;Q5HZI1-2;Q5HZI1-3","Mtus1"
-1.07866990065657,29.4682251080997,-6.71983209590697,1.98289888562961e-05,0.00199895092422757,3.04290348171678,"A0A0R4J0M9;Q8CDG3;Q8CDG3-2","Vcpip1"
1.12805012594055,30.5308417457388,6.61207599192838,2.32093154258628e-05,0.00210505022794882,2.90590275376506,"Q7TPR4","Actn1"
-5.71899565280943,22.9422235961185,-6.60229318028672,2.3545171677068e-05,0.00210505022794882,2.89337120813594,"B7ZWL1;A0A1D5RMJ8;Q6ZQ08-2;Q6ZQ08;Q6ZQ08-4;A0A1D5RMD8","Cnot1"
-0.720579236676791,31.2435847679789,-6.57861148718863,2.4379744484346e-05,0.00210505022794882,2.86297072479905,"Q9D0I9","Rars"
-5.54820939795614,23.1155278693352,-6.56540134589125,2.48588831831462e-05,0.00210505022794882,2.84597280708867,"A0A5F8MPZ2;Q5UE59;E9Q7C9;Q7TNF4;Q8CD76;O88447","Klc1"
-2.51412122247984,26.0814499901697,-6.48430925814008,2.80279185871881e-05,0.00228211937111835,2.74100131496398,"Q8VE88-2;Q8VE88","Fam114a2"
4.17329592204718,24.0807627142488,6.38303486169288,3.25994232236203e-05,0.0025560362579409,2.6083821722673,"Q8R080","Gtse1"
-5.45570938655596,22.0298061613688,-6.3330855857154,3.51395544730028e-05,0.00265680131497668,2.54234802378352,"Q99MV1","Tdrd1"
-0.900703720699905,30.5637853996931,-6.30195896736232,3.68279531646615e-05,0.00268844058102029,2.50098824128899,"Q80T06;A0A0R4J1E2;E9QN08;P57776;P57776-3;D3YUQ9","Eef1d"
1.31891600798073,28.2081855080377,6.25480783946588,3.95513328940112e-05,0.00279100572455406,2.4380284785164,"Q61029;Q61029-3;Q61029-2;Q61029-4","Tmpo"
-5.512709992133,22.1931428737731,-6.22458327340264,4.14087021420054e-05,0.0028278136269234,2.39747532353186,"P97825","Hn1"
-1.62049697600026,27.4029472696456,-6.11045929832917,4.92990720093282e-05,0.00321536166235297,2.24297450736655,"A0A0R4J1F8;A0A2K6EDP7;P59328-3;P59328","Wdhd1"
3.39896216647514,25.06071750734,6.08171634325721,5.15275306584025e-05,0.00321536166235297,2.20371825004192,"Q8BHB4","Wdr3"
