"logFC","AveExpr","t","P.Value","adj.P.Val","B","ProtID","GeneID"
4.62400726330037,20.9495997483814,7.51047569778087,7.13853696728909e-06,0.0126994572648073,3.85601781950398,"A0A140LHL5;Q8VDQ8-4;Q8VDQ8-2;Q8VDQ8;Q8VDQ8-3","Sirt2"
-5.45313379686454,22.6177814668361,-6.46102605173282,3.11141757789709e-05,0.0276760593553946,2.61491343604329,"Q9JI95;Q64433","Cpn10-rs1;Hspe1"
-3.33679689903463,20.2129227174443,-6.18641827806485,4.6841340333757e-05,0.0277769148179179,2.26058887442009,"E9Q2B0;Q8BMQ2-2;Q8BMQ2","Gtf3c4"
-4.51228865102813,22.8115032526212,-5.83428178708826,8.0362856156612e-05,0.0357413802756532,1.78759320063361,"Q08775;Q08775-6;E0CZ12;F8WHN7;Q08775-2;Q08775-3;Q08775-5;E9PUK7;E0CY45;Q08775-9;Q08775-8;E0CZC6;Q08775-7;Q08775-4;F6TRA6","Runx2"
3.50936171936467,20.4745939325209,5.59075587697134,0.000117917066855479,0.0403657601533691,1.44812836790415,"Q3UQN2;A0A286YCL2;F6RG68;A0A286YDL7;J3QPQ1;Q3UQN2-2;Q3UQN2-3","Fcho2"
-3.3597844456771,20.6591920452968,-5.50082242818046,0.000136140843687586,0.0403657601533691,1.32020820151488,"Q9CPU0","Glo1"
-2.04404132464063,27.9892571499697,-5.15370588735464,0.000239614040176808,0.0608961967820774,0.813636515762289,"P09411;S4R2M7","Pgk1"
1.45002523979707,26.7534815677273,4.99730562212494,0.000310833392982891,0.0691215757645704,0.578819112016024,"Q61166","Mapre1"
0.834315688182127,29.9579028110394,4.89400944288985,0.00036980560738459,0.073098241726354,0.421542016900517,"P97855","G3bp1"
4.22381682903042,24.1356327473001,4.78023785302761,0.000448539586459499,0.0790743947584313,0.246338662424869,"Q8K2T8","Paf1"
-4.9951399378002,22.1681256370851,-4.72973682771362,0.00048893667360469,0.0790743947584313,0.167916535854189,"Q8K1E6;A2AKV6;A2AKV7","Alkbh3"
-4.68664914672145,21.5965040209197,-4.55692727327222,0.000658440704112919,0.0974809734287349,-0.103394273674245,"Q99LN9;D3YZM0;D3Z7J7;D3Z6Y9;F6TY47;Q99LN9-2","Dohh"
4.26232683100875,24.4972337507756,4.5116181370174,0.000712339884527012,0.0974809734287349,-0.175268747543506,"Q6NSQ7","Ltv1"
0.882517275305382,28.1402598616675,4.42927198183074,0.000822393325485636,0.104502694717068,-0.306657141573697,"Q7TT37","Ikbkap"
3.60386667628445,22.0572881432967,4.38165280675698,0.000893979868614196,0.106026012417644,-0.383075410602872,"B1ATP7;Q80Y81-2;Q80Y81;B1ATP9","Elac2"
-4.63342599589241,24.0182103322084,-4.33488085434755,0.000970618808866496,0.107920678810843,-0.458439874140225,"A0JP43-3;A0JP43;A0A0A0MQI1;A0JP43-2","Efcab5"
3.95560053189781,24.3077975158151,4.21710560385537,0.00119536752332378,0.119520992275204,-0.649513361189637,"O54774","Ap3d1"
2.36440346459971,25.0390148886848,4.21057109714315,0.00120931864022129,0.119520992275204,-0.66016763835084,"Q8BHB4","Wdr3"
-3.09640585099418,23.8506289260658,-4.16667150719496,0.00130752662303119,0.120392344906701,-0.731884382803301,"Q8R080","Gtse1"
0.825043736179751,27.8458983070284,4.14728864309477,0.00135348336039012,0.120392344906701,-0.76362581278191,"Q01320","Top2a"
1.94973887340762,25.8553130555288,4.0833720602369,0.0015172370060251,0.126790261603319,-0.868619338821257,"P70279;A2ALA0","Surf6"
-3.25328213917155,20.2535052029765,-4.06501783196982,0.00156795152067061,0.126790261603319,-0.898858908750425,"F7CXJ2;A2ALF0;A2ALF3;Q6NZB0;F6TQL3","Dnajc8"
0.754087546648986,28.4282086768099,4.00931026829085,0.00173287762089309,0.134034316850818,-0.990877334228784,"A2BE93;Q9EQU5;A2BE92;Q9EQU5-2;Q9EQU5-3","Set"
1.87626207587699,24.6231040436094,3.98387535965838,0.00181403909409846,0.134465647850048,-1.03300671808807,"A0A0U1RPD8;Q8K284-2;Q8K284","Gtf3c1"
6.73664156309232,22.4740053688666,3.9489788608463,0.00193182200572563,0.135666050496936,-1.09092225346228,"Q3UH06-2;Q3UH06;Q3UH06-3;F6UB40;Q3UH06-4","Rreb1"
4.49527704316737,22.1651346567352,3.93456340721518,0.0019827528459361,0.135666050496936,-1.11488445977626,"Q8BGS0-2;Q8BGS0","Mak16"
-2.98749039619052,20.3919041932917,-3.8717599006252,0.00222131112834681,0.140528082541193,-1.21952907034313,"E9QKG3;A0A1L1SSB7;A0A1L1SQZ0;Q9CWH5","Trmt11"
2.02519202719261,25.2691705955921,3.86176011205775,0.00226193900074616,0.140528082541193,-1.23622725845075,"D3Z3E8;E9PW39;D3YVL0;P23249","Mov10"
-0.782684160404475,27.6255731273093,-3.85477069075903,0.00229078942872097,0.140528082541193,-1.24790433407868,"Z4YKV1;P63094-2;P63094;Q6R0H7-4;Q6R0H7;A0A571BEI3;P63094-3;A0A571BEM2","Gnas"
-1.68201648635825,19.5079805073277,-3.83232514956303,0.00238602428356451,0.141491240015376,-1.28543521743021,"E9PWK7;Q8C8K1;P54761;E0CYA3;P54754","Ephb4;Ephb3"
2.02026141766295,25.5674291907937,3.79583383557776,0.00254963092709875,0.143997094207239,-1.3465521832532,"O55091","Impact"
-5.4310514696432,23.052025788213,-3.78716441245469,0.00259016695594808,0.143997094207239,-1.36108982925205,"E9Q4R3;Q3TE27;E9PYS6;B1AUX5;B1AUY2;Q80Z68;B1AUY3","Arhgap4"
